EXEC_FULLNAME,EXECRANK,CO_PER_ROL,compustat_company,CEOANN,AGE,GVKEY,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,PCEO,TITLE,GENDER,CITY,STATE,NAICSDESC,TICKER,NAICS
Francis X. Shea,,29805,WORLD FUEL SERVICES CORP,,70,12471,2011,,,,,Executive Vice President,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,48,12471,2011,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Paul H. Stebbins,,29802,WORLD FUEL SERVICES CORP,,55,12471,2012,20020701,,20111231,,Executive Chairman,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,55,12471,2012,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael S. Clementi,,29804,WORLD FUEL SERVICES CORP,,50,12471,2012,,,,,"President of Aviation Fuel Services Segment, President of World Fuel Services Inc and Chief Operating Officer of World Fuel Services",MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Francis X. Shea,,29805,WORLD FUEL SERVICES CORP,,71,12471,2012,,,,,Executive Vice President,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,49,12471,2012,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Paul H. Stebbins,,29802,WORLD FUEL SERVICES CORP,,56,12471,2013,20020701,,20111231,,Executive Chairman,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,56,12471,2013,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael S. Clementi,,29804,WORLD FUEL SERVICES CORP,,51,12471,2013,,,,,"President of Aviation Fuel Services Segment, President of World Fuel Services Inc and Chief Operating Officer of World Fuel Services",MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,50,12471,2013,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Paul H. Stebbins,,29802,WORLD FUEL SERVICES CORP,,57,12471,2014,20020701,,20111231,,Executive Chairman,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,57,12471,2014,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael S. Clementi,,29804,WORLD FUEL SERVICES CORP,,52,12471,2014,,,,,"President of Aviation Fuel Services Segment, President of World Fuel Services Inc and Chief Operating Officer of World Fuel Services",MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,51,12471,2014,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,58,12471,2015,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael S. Clementi,,29804,WORLD FUEL SERVICES CORP,,53,12471,2015,,,,,"President of Aviation Fuel Services Segment, President of World Fuel Services Inc and Chief Operating Officer of World Fuel Services",MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,52,12471,2015,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,59,12471,2016,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,53,12471,2016,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
John Peter Rau,4,54709,WORLD FUEL SERVICES CORP,,52,12471,2016,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael Joseph Crosby,5,54710,WORLD FUEL SERVICES CORP,,51,12471,2016,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,60,12471,2017,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,54,12471,2017,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
John Peter Rau,,54709,WORLD FUEL SERVICES CORP,,53,12471,2017,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael Joseph Crosby,,54710,WORLD FUEL SERVICES CORP,,52,12471,2017,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Jeffrey P. Smith,3,59994,WORLD FUEL SERVICES CORP,,55,12471,2017,,,,,Chief Operating Officer,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,61,12471,2018,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,55,12471,2018,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
John Peter Rau,,54709,WORLD FUEL SERVICES CORP,,54,12471,2018,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael Joseph Crosby,,54710,WORLD FUEL SERVICES CORP,,53,12471,2018,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Jeffrey P. Smith,,59994,WORLD FUEL SERVICES CORP,,56,12471,2018,,,,,Chief Operating Officer,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael J. Kasbar,,29803,WORLD FUEL SERVICES CORP,CEO,62,12471,2019,20120101,,,CEO,Chairman & CEO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Ira M. Birns,,35228,WORLD FUEL SERVICES CORP,,56,12471,2019,,,,,Executive VP & CFO,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
John Peter Rau,,54709,WORLD FUEL SERVICES CORP,,55,12471,2019,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Michael Joseph Crosby,,54710,WORLD FUEL SERVICES CORP,,54,12471,2019,,,,,,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Jeffrey P. Smith,,59994,WORLD FUEL SERVICES CORP,,57,12471,2019,,,,,Chief Operating Officer,MALE,Miami,FL,Petroleum and Petroleum Products Merchant Wholesal,INT,424720
Glenn Morris Renwick,,11997,PROGRESSIVE CORP-OHIO,CEO,55,13341,2010,20010101,,20160101,,Executive Chairman,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,48,13341,2010,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Charles Elwood Jarrett,,32201,PROGRESSIVE CORP-OHIO,,53,13341,2010,,,,,"vp, secretary & chief legal officer",MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Brian Charles Domeck,,34015,PROGRESSIVE CORP-OHIO,,51,13341,2010,,,,,vp & chief finance officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,,46,13341,2010,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,46,13341,2010,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Glenn Morris Renwick,,11997,PROGRESSIVE CORP-OHIO,CEO,56,13341,2011,20010101,,20160101,,Executive Chairman,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,49,13341,2011,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Brian Charles Domeck,,34015,PROGRESSIVE CORP-OHIO,,52,13341,2011,,,,,vp & chief finance officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,,47,13341,2011,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,47,13341,2011,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
M. Jeffrey Charney,,45418,PROGRESSIVE CORP-OHIO,,52,13341,2011,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Glenn Morris Renwick,,11997,PROGRESSIVE CORP-OHIO,CEO,57,13341,2012,20010101,,20160101,,Executive Chairman,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,50,13341,2012,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Charles Elwood Jarrett,,32201,PROGRESSIVE CORP-OHIO,,55,13341,2012,,,,,"vp, secretary & chief legal officer",MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Brian Charles Domeck,,34015,PROGRESSIVE CORP-OHIO,,53,13341,2012,,,,,vp & chief finance officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,,48,13341,2012,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,48,13341,2012,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Glenn Morris Renwick,,11997,PROGRESSIVE CORP-OHIO,CEO,58,13341,2013,20010101,,20160101,,Executive Chairman,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,51,13341,2013,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Charles Elwood Jarrett,,32201,PROGRESSIVE CORP-OHIO,,56,13341,2013,,,,,"vp, secretary & chief legal officer",MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Brian Charles Domeck,,34015,PROGRESSIVE CORP-OHIO,,54,13341,2013,,,,,vp & chief finance officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,,49,13341,2013,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,49,13341,2013,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Glenn Morris Renwick,,11997,PROGRESSIVE CORP-OHIO,CEO,59,13341,2014,20010101,,20160101,,Executive Chairman,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,52,13341,2014,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Charles Elwood Jarrett,,32201,PROGRESSIVE CORP-OHIO,,57,13341,2014,,,,,"vp, secretary & chief legal officer",MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Brian Charles Domeck,,34015,PROGRESSIVE CORP-OHIO,,55,13341,2014,,,,,vp & chief finance officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,,50,13341,2014,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,50,13341,2014,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
M. Jeffrey Charney,,45418,PROGRESSIVE CORP-OHIO,,55,13341,2014,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Andrew Barbagallo,4,54736,PROGRESSIVE CORP-OHIO,,55,13341,2014,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Glenn Morris Renwick,,11997,PROGRESSIVE CORP-OHIO,CEO,60,13341,2015,20010101,,20160101,,Executive Chairman,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,53,13341,2015,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Brian Charles Domeck,,34015,PROGRESSIVE CORP-OHIO,,56,13341,2015,,,,,vp & chief finance officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,,51,13341,2015,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,51,13341,2015,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
M. Jeffrey Charney,,45418,PROGRESSIVE CORP-OHIO,,56,13341,2015,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
"John Franklin Auer, C.P.C.U., CPCU",,52134,PROGRESSIVE CORP-OHIO,,61,13341,2015,,,,,"President, CEO & Treasurer of ARX Holding Corp",MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Andrew Barbagallo,,54736,PROGRESSIVE CORP-OHIO,,56,13341,2015,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Glenn Morris Renwick,,11997,PROGRESSIVE CORP-OHIO,,61,13341,2016,20010101,,20160101,,Executive Chairman,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,54,13341,2016,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,CEO,52,13341,2016,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,52,13341,2016,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
M. Jeffrey Charney,,45418,PROGRESSIVE CORP-OHIO,,57,13341,2016,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
"John Franklin Auer, C.P.C.U., CPCU",,52134,PROGRESSIVE CORP-OHIO,,62,13341,2016,,,,,"President, CEO & Treasurer of ARX Holding Corp",MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Andrew Barbagallo,,54736,PROGRESSIVE CORP-OHIO,,57,13341,2016,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,55,13341,2017,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,CEO,53,13341,2017,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,53,13341,2017,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
M. Jeffrey Charney,,45418,PROGRESSIVE CORP-OHIO,,58,13341,2017,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
"John Franklin Auer, C.P.C.U., CPCU",,52134,PROGRESSIVE CORP-OHIO,,63,13341,2017,,,,,"President, CEO & Treasurer of ARX Holding Corp",MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Andrew Barbagallo,,54736,PROGRESSIVE CORP-OHIO,,58,13341,2017,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Patrick K. Callahan,5,63688,PROGRESSIVE CORP-OHIO,,47,13341,2017,,,,,President of Personal Lines,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,56,13341,2018,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,CEO,54,13341,2018,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,54,13341,2018,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
M. Jeffrey Charney,,45418,PROGRESSIVE CORP-OHIO,,59,13341,2018,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Andrew Barbagallo,,54736,PROGRESSIVE CORP-OHIO,,59,13341,2018,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Patrick K. Callahan,,63688,PROGRESSIVE CORP-OHIO,,48,13341,2018,,,,,President of Personal Lines,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
William M. Cody,,32200,PROGRESSIVE CORP-OHIO,,57,13341,2019,,,,,chief investment officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Susan Patricia Griffith,,37026,PROGRESSIVE CORP-OHIO,CEO,55,13341,2019,20160701,,,CEO,"President, CEO & Director",FEMALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Peter Sauerland,,37027,PROGRESSIVE CORP-OHIO,,55,13341,2019,,,,,Chief Financial Officer,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
John Andrew Barbagallo,,54736,PROGRESSIVE CORP-OHIO,,60,13341,2019,,,,,,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Patrick K. Callahan,,63688,PROGRESSIVE CORP-OHIO,,49,13341,2019,,,,,President of Personal Lines,MALE,Mayfield,OH,Direct Property and Casualty Insurance Carriers,PGR,524126
Michael S. Dell,,4471,DELL TECHNOLOGIES INC,,51,14489,2015,20070101,19840501,,CEO,Chairman & CEO,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Jeffrey W. Clarke,4,47720,DELL TECHNOLOGIES INC,,53,14489,2015,,,,,Vice Chairman & COO,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Thomas W. Sweet,5,52652,DELL TECHNOLOGIES INC,,56,14489,2015,,,,,Executive VP & CFO,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Marius A. Haas,,52653,DELL TECHNOLOGIES INC,,48,14489,2015,,,,,Chief Commercial Officer and President of Enterprise Solutions,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Rory P. Read,,53208,DELL TECHNOLOGIES INC,,54,14489,2015,,,,,Chief Operating Executive & Chief Integration Officer,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Michael S. Dell,,4471,DELL TECHNOLOGIES INC,CEO,52,14489,2016,20070101,19840501,,CEO,Chairman & CEO,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Jeffrey W. Clarke,,47720,DELL TECHNOLOGIES INC,,54,14489,2016,,,,,Vice Chairman & COO,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Thomas W. Sweet,,52652,DELL TECHNOLOGIES INC,,57,14489,2016,,,,,Executive VP & CFO,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Rory P. Read,,53208,DELL TECHNOLOGIES INC,,55,14489,2016,,,,,Chief Operating Executive & Chief Integration Officer,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
David I. Goulden,,55222,DELL TECHNOLOGIES INC,,57,14489,2016,,,,,President of Infrastructure Solutions Group,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
Howard D. Elias,2,55223,DELL TECHNOLOGIES INC,,59,14489,2016,,,,,President of Dell Services & Digital,MALE,Round Rock,TX,Electronic Computer Manufacturing,DELL,334111
